"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x1011551662199263233",2018-06-26 10:08:04,"x1017668413","Support_Sustain","RT @PHE_uk: Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave…","Twitter for iPhone",,,,FALSE,TRUE,0,86,"heatwave",,"bit.ly/UaQbjU","https://t.co/yorQ18ntoT","http://bit.ly/UaQbjU",,,,,,,,,"x41822696 10215212","PHE_uk NHSChoices","en",,,"x1011514331803025408","Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave https://t.co/6qjMIHrRhG",,,,,,,,,
"x1011551032323735552",2018-06-26 10:05:34,"x832329150568525828","moveandlearnuk","Lots of questions. We need joined up thinking from @PHE_uk @PHE_obesity and @educationgovuk. Let’s look towards real win:win solutions (plural) for #health &amp; #education. There is no proverbial silver bullet 🤔 https://t.co/RaNcdKreiq","Twitter for iPhone",,,,TRUE,FALSE,0,0,"health education",,"twitter.com/thisisliamm/st…","https://t.co/RaNcdKreiq","https://twitter.com/thisisliamm/status/1011364845650894848",,,,,,,,,"x41822696 169445077 143039548","PHE_uk PHE_obesity educationgovuk","en","x1011364845650894848","@moveandlearnuk What gets dropped to enable it?
Do all benefit from it?
Could more structure be added to part of break or lunch? 
Daily active moving maybe, but not sure a mile is the answer.",,,,,,,,,,,
"x1011550971384737792",2018-06-26 10:05:19,"x2727463336","EHWadvisor","RT @emgbeck: Time to start talking about #reproductivehealth! @PHE_UK survey:  31% of women experienced severe #reproductivehealth symptoms…","Twitter for iPhone",,,,FALSE,TRUE,0,3,"reproductivehealth reproductivehealth",,,,,,,,,,,,,"x297410579 41822696","emgbeck PHE_uk","en",,,"x1011532755052781568","Time to start talking about #reproductivehealth! @PHE_UK survey:  31% of women experienced severe #reproductivehealth symptoms last year, from heavy menstrual bleeding #Menopause #infertility but less than 1/2 seek help with stigma a key concern https://t.co/EFeHJ7I4LI https://t.co/IucRI9b5Nh",,,,,,,,,
"x1011550946550255616",2018-06-26 10:05:14,"x53391662","LincolnshireCC","RT @PHE_uk: Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave…","Twitter Web Client",,,,FALSE,TRUE,0,86,"heatwave",,"bit.ly/UaQbjU","https://t.co/yorQ18ntoT","http://bit.ly/UaQbjU",,,,,,,,,"x41822696 10215212","PHE_uk NHSChoices","en",,,"x1011514331803025408","Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave https://t.co/6qjMIHrRhG",,,,,,,,,
"x1011550884885495808",2018-06-26 10:04:59,"x3293174332","epg_london","RT @ssvasan: Great to speak @TheBusinessFest’s #bioconclave on @phe_uk’s #preclinical capabilities with high consequence pathogens. Thank y…","Twitter Web Client",,,,FALSE,TRUE,0,5,"bioconclave preclinical",,,,,,,,,,,,,"x45348282 1019407560 41822696","ssvasan TheBusinessFest PHE_uk","en",,,"x1011550629427326976","Great to speak @TheBusinessFest’s #bioconclave on @phe_uk’s #preclinical capabilities with high consequence pathogens. Thank you @epg_london for the opportunity.",,,,,,,,,
"x1011550819894751232",2018-06-26 10:04:43,"x15276555","guy_murphy","RT @LGAWellbeing: Leading causes of death vary by age for males and females. Stark data when you see it like this. @PHE_uk https://t.co/ofh…","Twitter for iPhone",,,,FALSE,TRUE,0,61,,,,,,,,,,,,,,"x605409314 41822696","LGAWellbeing PHE_uk","en",,,"x1011290494008266753","Leading causes of death vary by age for males and females. Stark data when you see it like this. @PHE_uk https://t.co/ofhZO69qjQ",,,,,,,,,
"x1011550685186412548",2018-06-26 10:04:11,"x1019407560","TheBusinessFest","RT @ssvasan: Great to speak @TheBusinessFest’s #bioconclave on @phe_uk’s #preclinical capabilities with high consequence pathogens. Thank y…","Twitter for iPhone",,,,FALSE,TRUE,0,5,"bioconclave preclinical",,,,,,,,,,,,,"x45348282 1019407560 41822696","ssvasan TheBusinessFest PHE_uk","en",,,"x1011550629427326976","Great to speak @TheBusinessFest’s #bioconclave on @phe_uk’s #preclinical capabilities with high consequence pathogens. Thank you @epg_london for the opportunity.",,,,,,,,,
"x1011550633982418945",2018-06-26 10:03:59,"x768029775554314240","ReytHealthyShef","RT @PHE_uk: Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave…","Twitter Web Client",,,,FALSE,TRUE,0,86,"heatwave",,"bit.ly/UaQbjU","https://t.co/yorQ18ntoT","http://bit.ly/UaQbjU",,,,,,,,,"x41822696 10215212","PHE_uk NHSChoices","en",,,"x1011514331803025408","Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave https://t.co/6qjMIHrRhG",,,,,,,,,
"x1011550629427326976",2018-06-26 10:03:58,"x45348282","ssvasan","Great to speak @TheBusinessFest’s #bioconclave on @phe_uk’s #preclinical capabilities with high consequence pathogens. Thank you @epg_london for the opportunity.","Twitter Lite",,,,FALSE,FALSE,4,5,"bioconclave preclinical",,,,,,,,,,,,,"x1019407560 41822696 3293174332","TheBusinessFest PHE_uk epg_london","en",,,,,,,,,,,,,
"x1011550546677952514",2018-06-26 10:03:38,"x18764648","DrLisaWood","RT @annalowephysio: Quick plug for the @PHE_uk free training on PA for all healthcare folk.  Here's a blog all about it, contact details at…","Twitter Lite",,,,FALSE,TRUE,0,19,,,,,,,,,,,,,,"x2274476539 41822696","annalowephysio PHE_uk","en",,,"x1011344015256621056","Quick plug for the @PHE_uk free training on PA for all healthcare folk.  Here's a blog all about it, contact details at end.  Get in touch if you'd like us to come and train your team.  We'll come to you, no cost #LoveActivity #physiotalk
https://t.co/qXOwwp8kVn",,,,,,,,,
"x1011550514612523008",2018-06-26 10:03:31,"x3378988563","Melissa39B","RT @PHE_uk: Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/…","Twitter Web Client",,,,FALSE,TRUE,0,357,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1011198637777543169","Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/yorQ18ntoT https://t.co/1v76rEWInc",,,,,,,,,
"x1011550159501774848",2018-06-26 10:02:06,"x497787112","ILoveGlosUK","RT @GlosCC: Our friends at @PHE_uk have put this helpful video together with advice on how to avoid the sun's harmful UV rays during this h…","Twibble.io",,,,FALSE,TRUE,0,4,,,,,,,,,,,,,,"x50293649 41822696","GlosCC PHE_uk","en",,,"x1011528246838644736","Our friends at @PHE_uk have put this helpful video together with advice on how to avoid the sun's harmful UV rays during this hot spell:  https://t.co/sI0vQk2xFY",,,,,,,,,
"x1011549934225645570",2018-06-26 10:01:12,"x114744833","N_landCouncil","RT @PHE_uk: Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/…","Twitter Web Client",,,,FALSE,TRUE,0,357,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1011198637777543169","Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/yorQ18ntoT https://t.co/1v76rEWInc",,,,,,,,,
"x1011549790138716160",2018-06-26 10:00:38,"x714079197141008384","mildenhall1st","RT @PHE_uk: Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/…","Twitter for Android",,,,FALSE,TRUE,0,357,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1011198637777543169","Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/yorQ18ntoT https://t.co/1v76rEWInc",,,,,,,,,
"x1011549606898003968",2018-06-26 09:59:54,"x48711180","boroughbusiness","RT @PHE_uk: Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/…","Twitter Web Client",,,,FALSE,TRUE,0,357,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1011198637777543169","Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/yorQ18ntoT https://t.co/1v76rEWInc",,,,,,,,,
"x1011549598949761025",2018-06-26 09:59:52,"x889440130070704128","abc_ivf","Today @PHE_uk has revealed that difficulty getting #pregnant is women’s 6th biggest reproductive concern, yet #NHS provisions for #IVF is still deplorable. With 1/6 couples seeking #fertility treatments we need to end the #NHSPostcodeLottery @bbchealth https://t.co/FrTJ4pi3KQ","Twitter Web Client",,,,FALSE,FALSE,1,0,"pregnant NHS IVF fertility NHSPostcodeLottery",,"bbc.co.uk/news/health-44…","https://t.co/FrTJ4pi3KQ","https://www.bbc.co.uk/news/health-44605904",,,,,,,,,"x41822696 621543","PHE_uk bbchealth","en",,,,,,,,,,,,,
"x1011548966801084416",2018-06-26 09:57:22,"x979001309163671552","GilsRosenberg","RT @PHE_uk: This excellent report from the @RCPLondon is a timely reminder of why the NHS needs to invest in prevention work: https://t.co/…","Twitter for Android",,,,FALSE,TRUE,0,10,,,,,,,,,,,,,,"x41822696 29943362","PHE_uk RCPLondon","en",,,"x1011538158440321025","This excellent report from the @RCPLondon is a timely reminder of why the NHS needs to invest in prevention work: https://t.co/8udpShPxtX https://t.co/a1qVHENyy7",,,,,,,,,
"x1011548586960654337",2018-06-26 09:55:51,"x1885975088","AchesonNigel","RT @PHE_uk: This excellent report from the @RCPLondon is a timely reminder of why the NHS needs to invest in prevention work: https://t.co/…","Twitter for iPhone",,,,FALSE,TRUE,0,10,,,,,,,,,,,,,,"x41822696 29943362","PHE_uk RCPLondon","en",,,"x1011538158440321025","This excellent report from the @RCPLondon is a timely reminder of why the NHS needs to invest in prevention work: https://t.co/8udpShPxtX https://t.co/a1qVHENyy7",,,,,,,,,
"x1011548492148428800",2018-06-26 09:55:28,"x1885975088","AchesonNigel","RT @PHE_uk: Health and care professionals: Take a look at this blog for a useful set of tools and resources to help you promote physical ac…","Twitter for iPhone",,,,FALSE,TRUE,0,8,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1011535216371011584","Health and care professionals: Take a look at this blog for a useful set of tools and resources to help you promote physical activity in your routine clinical care https://t.co/Fj7lHp1JTJ #AllOurHealth https://t.co/vIsN7c4Juv",,,,,,,,,
"x1011547619636711426",2018-06-26 09:52:00,"x323136895","georgibear93","RT @PHE_uk: Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/…","Twitter for Android",,,,FALSE,TRUE,0,357,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1011198637777543169","Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/yorQ18ntoT https://t.co/1v76rEWInc",,,,,,,,,
"x1011547349439729664",2018-06-26 09:50:56,"x365946813","EastEnglandAmb","RT @PHE_uk: Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/…","Twitter Web Client",,,,FALSE,TRUE,0,357,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1011198637777543169","Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/yorQ18ntoT https://t.co/1v76rEWInc",,,,,,,,,
"x1011546436067037184",2018-06-26 09:47:18,"x385905124","energyforlondon","A reminder of the government's guidance in hot weather - Heatwave Plan for England
https://t.co/aKz4aXP2hW @PHE_uk","Twitter Web Client",,,,FALSE,FALSE,0,0,,,"gov.uk/government/pub…","https://t.co/aKz4aXP2hW","https://www.gov.uk/government/publications/heatwave-plan-for-england#history",,,,,,,,,"x41822696","PHE_uk","en",,,,,,,,,,,,,
"x1011546144588095488",2018-06-26 09:46:09,"x2543696528","ArunWellbeing","RT @PHE_uk: Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave…","Twitter Web Client",,,,FALSE,TRUE,0,86,"heatwave",,"bit.ly/UaQbjU","https://t.co/yorQ18ntoT","http://bit.ly/UaQbjU",,,,,,,,,"x41822696 10215212","PHE_uk NHSChoices","en",,,"x1011514331803025408","Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave https://t.co/6qjMIHrRhG",,,,,,,,,
"x1011545883278823424",2018-06-26 09:45:06,"x2812787066","BodyPositive1","RT @RCObsGyn: Women's top reproductive worries revealed by a @PHE_uk survey 
https://t.co/X0RhW55LDe #womenshealth","Twitter for Android",,,,FALSE,TRUE,0,2,"womenshealth",,"bbc.co.uk/news/health-44…","https://t.co/X0RhW55LDe","https://www.bbc.co.uk/news/health-44605904",,,,,,,,,"x82612443 41822696","RCObsGyn PHE_uk","en",,,"x1011539368555802624","Women's top reproductive worries revealed by a @PHE_uk survey 
https://t.co/X0RhW55LDe #womenshealth",,,,,,,,,
"x1011545771152498688",2018-06-26 09:44:40,"x221965260","DavidDBergin","RT @LGAWellbeing: Leading causes of death vary by age for males and females. Stark data when you see it like this. @PHE_uk https://t.co/ofh…","Twitter Web Client",,,,FALSE,TRUE,0,61,,,,,,,,,,,,,,"x605409314 41822696","LGAWellbeing PHE_uk","en",,,"x1011290494008266753","Leading causes of death vary by age for males and females. Stark data when you see it like this. @PHE_uk https://t.co/ofhZO69qjQ",,,,,,,,,
"x1011545719973531648",2018-06-26 09:44:27,"x3903236239","GetHealthyLeics","RT @PHE_uk: Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave…","Twitter Lite",,,,FALSE,TRUE,0,86,"heatwave",,"bit.ly/UaQbjU","https://t.co/yorQ18ntoT","http://bit.ly/UaQbjU",,,,,,,,,"x41822696 10215212","PHE_uk NHSChoices","en",,,"x1011514331803025408","Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave https://t.co/6qjMIHrRhG",,,,,,,,,
"x1011545445242408961",2018-06-26 09:43:22,"x777421111529205761","thochorg","RT @PHE_uk: Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave…","Twitter Web Client",,,,FALSE,TRUE,0,86,"heatwave",,"bit.ly/UaQbjU","https://t.co/yorQ18ntoT","http://bit.ly/UaQbjU",,,,,,,,,"x41822696 10215212","PHE_uk NHSChoices","en",,,"x1011514331803025408","Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave https://t.co/6qjMIHrRhG",,,,,,,,,
"x1011545443916972032",2018-06-26 09:43:22,"x78889274","reepRN","RT @EllzSummary: .@PHE_uk @kennygibsonnhs @MrsBosanquet @RCNGPNForum @WeNurses - it’s hot out there - stay safe #suncream - not my words bu…","Twitter for iPhone",,,,FALSE,TRUE,0,3,"suncream",,,,,,,,,,,,,"x3077166189 41822696 2756661687 392547375 820924535411240960 599536551","EllzSummary PHE_uk kennygibsonnhs MrsBosanquet RCNGPNForum WeNurses","en",,,"x1011524688747646976",".@PHE_uk @kennygibsonnhs @MrsBosanquet @RCNGPNForum @WeNurses - it’s hot out there - stay safe #suncream - not my words but those of someone who really knows! https://t.co/EOGMViajiM",,,,,,,,,
"x1011545407065862149",2018-06-26 09:43:13,"x3452756296","OL1Oldham","RT @PHE_uk: Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/…","Twitter Web Client",,,,FALSE,TRUE,0,357,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1011198637777543169","Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/yorQ18ntoT https://t.co/1v76rEWInc",,,,,,,,,
"x1011545381606486017",2018-06-26 09:43:07,"x1548205232","NHSGWCCG","RT @PHE_uk: Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/…","Twitter Web Client",,,,FALSE,TRUE,0,357,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1011198637777543169","Look out for neighbours, family or friends who may be isolated &amp; unable to care for themselves during hot weather https://t.co/yorQ18ntoT https://t.co/1v76rEWInc",,,,,,,,,
"x1011544838544773120",2018-06-26 09:40:57,"x267961081","ChristeenGeorge","RT @LizEMLA: Great interview this morning @EAnionwu with @achrisevans on @BBCRadio2. A brilliant advocate for NHS staff and patients. It wa…","Twitter for iPad",,,,FALSE,TRUE,0,3,,,,,,,,,,,,,,"x916048882399932416 2306416567 72235760 798277","LizEMLA EAnionwu achrisevans BBCRadio2","en",,,"x1011511346528161792","Great interview this morning @EAnionwu with @achrisevans on @BBCRadio2. A brilliant advocate for NHS staff and patients. It was a privilege to work with you @PHE_uk on SCT screening programmes",,,,,,,,,
"x1011544731719856134",2018-06-26 09:40:32,"x2303159977","CrawleyWB","RT @PHE_uk: Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave…","Twitter for Android",,,,FALSE,TRUE,0,86,"heatwave",,"bit.ly/UaQbjU","https://t.co/yorQ18ntoT","http://bit.ly/UaQbjU",,,,,,,,,"x41822696 10215212","PHE_uk NHSChoices","en",,,"x1011514331803025408","Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave https://t.co/6qjMIHrRhG",,,,,,,,,
"x1011544650048593920",2018-06-26 09:40:12,"x48737948","Go_CheshireWest","RT @PHE_uk: Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave…","Twitter Web Client",,,,FALSE,TRUE,0,86,"heatwave",,"bit.ly/UaQbjU","https://t.co/yorQ18ntoT","http://bit.ly/UaQbjU",,,,,,,,,"x41822696 10215212","PHE_uk NHSChoices","en",,,"x1011514331803025408","Get information on protecting yourself and those most at risk in hot weather from @NHSChoices https://t.co/yorQ18ntoT #heatwave https://t.co/6qjMIHrRhG",,,,,,,,,
